"tank","tank_use","data_time","substrate","parameter","parameter_abb","unit","value"
4,"Experiment",2025-09-03 11:11:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","169.4"
4,"Experiment",2025-09-03 11:11:00,"Paving sand","Conductivity","Cond","(µS/cm)","130.5"
4,"Experiment",2025-09-03 11:11:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
4,"Experiment",2025-09-03 11:11:00,"Paving sand","pH","pH",NA,"8.1300000000000008"
5,"Experiment",2025-09-03 11:12:00,"Paving sand","Temperature","Temp","(°C)","13"
5,"Experiment",2025-09-03 11:12:00,"Paving sand","Pressure","Press","(mbars)","1021.3"
5,"Experiment",2025-09-03 11:12:00,"Paving sand","Dissolved Oxygen","DO","(%)","100.5"
5,"Experiment",2025-09-03 11:12:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.59"
5,"Experiment",2025-09-03 11:12:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","169.9"
5,"Experiment",2025-09-03 11:12:00,"Paving sand","Conductivity","Cond","(µS/cm)","130.9"
5,"Experiment",2025-09-03 11:12:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
5,"Experiment",2025-09-03 11:12:00,"Paving sand","pH","pH",NA,"8.0399999999999991"
6,"Experiment",2025-09-03 11:13:00,"Paving sand","Temperature","Temp","(°C)","13.1"
6,"Experiment",2025-09-03 11:13:00,"Paving sand","Pressure","Press","(mbars)","1021.2"
6,"Experiment",2025-09-03 11:13:00,"Paving sand","Dissolved Oxygen","DO","(%)","100.8"
6,"Experiment",2025-09-03 11:13:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.59"
6,"Experiment",2025-09-03 11:13:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","169.3"
6,"Experiment",2025-09-03 11:13:00,"Paving sand","Conductivity","Cond","(µS/cm)","130.9"
6,"Experiment",2025-09-03 11:13:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
6,"Experiment",2025-09-03 11:13:00,"Paving sand","pH","pH",NA,"8.0299999999999994"
1,"Experiment",2025-09-04 11:04:00,"Paving sand","Temperature","Temp","(°C)","11.4"
1,"Experiment",2025-09-04 11:04:00,"Paving sand","Pressure","Press","(mbars)","1025.5999999999999"
1,"Experiment",2025-09-04 11:04:00,"Paving sand","Dissolved Oxygen","DO","(%)","98.2"
1,"Experiment",2025-09-04 11:04:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.71"
1,"Experiment",2025-09-04 11:04:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","170.4"
1,"Experiment",2025-09-04 11:04:00,"Paving sand","Conductivity","Cond","(µS/cm)","126.2"
1,"Experiment",2025-09-04 11:04:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
1,"Experiment",2025-09-04 11:04:00,"Paving sand","pH","pH",NA,"8.08"
2,"Experiment",2025-09-04 11:05:00,"Paving sand","Temperature","Temp","(°C)","11.4"
2,"Experiment",2025-09-04 11:05:00,"Paving sand","Pressure","Press","(mbars)","1025.5"
2,"Experiment",2025-09-04 11:05:00,"Paving sand","Dissolved Oxygen","DO","(%)","98.4"
2,"Experiment",2025-09-04 11:05:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.75"
2,"Experiment",2025-09-04 11:05:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","169.6"
2,"Experiment",2025-09-04 11:05:00,"Paving sand","Conductivity","Cond","(µS/cm)","125.6"
2,"Experiment",2025-09-04 11:05:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
2,"Experiment",2025-09-04 11:05:00,"Paving sand","pH","pH",NA,"8.18"
3,"Experiment",2025-09-04 11:07:00,"Paving sand","Temperature","Temp","(°C)","12.2"
3,"Experiment",2025-09-04 11:07:00,"Paving sand","Pressure","Press","(mbars)","1025.5"
3,"Experiment",2025-09-04 11:07:00,"Paving sand","Dissolved Oxygen","DO","(%)","98.7"
3,"Experiment",2025-09-04 11:07:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.58"
3,"Experiment",2025-09-04 11:07:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","170.3"
3,"Experiment",2025-09-04 11:07:00,"Paving sand","Conductivity","Cond","(µS/cm)","128.80000000000001"
3,"Experiment",2025-09-04 11:07:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
3,"Experiment",2025-09-04 11:07:00,"Paving sand","pH","pH",NA,"8.08"
4,"Experiment",2025-09-04 11:08:00,"Paving sand","Temperature","Temp","(°C)","12.4"
4,"Experiment",2025-09-04 11:08:00,"Paving sand","Pressure","Press","(mbars)","1025.4000000000001"
4,"Experiment",2025-09-04 11:08:00,"Paving sand","Dissolved Oxygen","DO","(%)","99.2"
4,"Experiment",2025-09-04 11:08:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.6"
4,"Experiment",2025-09-04 11:08:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","171.1"
4,"Experiment",2025-09-04 11:08:00,"Paving sand","Conductivity","Cond","(µS/cm)","129.80000000000001"
4,"Experiment",2025-09-04 11:08:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
4,"Experiment",2025-09-04 11:08:00,"Paving sand","pH","pH",NA,"8.0299999999999994"
5,"Experiment",2025-09-04 11:09:00,"Paving sand","Temperature","Temp","(°C)","12.4"
5,"Experiment",2025-09-04 11:09:00,"Paving sand","Pressure","Press","(mbars)","1025.3"
5,"Experiment",2025-09-04 11:09:00,"Paving sand","Dissolved Oxygen","DO","(%)","98.6"
5,"Experiment",2025-09-04 11:09:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.53"
5,"Experiment",2025-09-04 11:09:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","171.1"
5,"Experiment",2025-09-04 11:09:00,"Paving sand","Conductivity","Cond","(µS/cm)","129.9"
5,"Experiment",2025-09-04 11:09:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
5,"Experiment",2025-09-04 11:09:00,"Paving sand","pH","pH",NA,"7.97"
6,"Experiment",2025-09-04 11:09:00,"Paving sand","Temperature","Temp","(°C)","12.6"
6,"Experiment",2025-09-04 11:09:00,"Paving sand","Pressure","Press","(mbars)","1025.4000000000001"
6,"Experiment",2025-09-04 11:09:00,"Paving sand","Dissolved Oxygen","DO","(%)","98.6"
6,"Experiment",2025-09-04 11:09:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.49"
6,"Experiment",2025-09-04 11:09:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","170.6"
6,"Experiment",2025-09-04 11:09:00,"Paving sand","Conductivity","Cond","(µS/cm)","130.1"
6,"Experiment",2025-09-04 11:09:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
6,"Experiment",2025-09-04 11:09:00,"Paving sand","pH","pH",NA,"7.96"
1,"Experiment",2025-09-05 11:00:00,"Paving sand","Temperature","Temp","(°C)","12.4"
1,"Experiment",2025-09-05 11:00:00,"Paving sand","Pressure","Press","(mbars)","1023.9"
1,"Experiment",2025-09-05 11:00:00,"Paving sand","Dissolved Oxygen","DO","(%)","99.5"
1,"Experiment",2025-09-05 11:00:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.63"
1,"Experiment",2025-09-05 11:00:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","171.4"
1,"Experiment",2025-09-05 11:00:00,"Paving sand","Conductivity","Cond","(µS/cm)","130"
1,"Experiment",2025-09-05 11:00:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
1,"Experiment",2025-09-05 11:00:00,"Paving sand","pH","pH",NA,"8.07"
2,"Experiment",2025-09-05 11:01:00,"Paving sand","Temperature","Temp","(°C)","12.4"
2,"Experiment",2025-09-05 11:01:00,"Paving sand","Pressure","Press","(mbars)","1023.9"
2,"Experiment",2025-09-05 11:01:00,"Paving sand","Dissolved Oxygen","DO","(%)","99.3"
2,"Experiment",2025-09-05 11:01:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.6"
2,"Experiment",2025-09-05 11:01:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","171.1"
2,"Experiment",2025-09-05 11:01:00,"Paving sand","Conductivity","Cond","(µS/cm)","129.80000000000001"
2,"Experiment",2025-09-05 11:01:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
2,"Experiment",2025-09-05 11:01:00,"Paving sand","pH","pH",NA,"8.1"
3,"Experiment",2025-09-05 11:01:00,"Paving sand","Temperature","Temp","(°C)","12.7"
3,"Experiment",2025-09-05 11:00:59.995,"Paving sand","Pressure","Press","(mbars)","1023.9"
3,"Experiment",2025-09-05 11:00:59.995,"Paving sand","Dissolved Oxygen","DO","(%)","98.9"
3,"Experiment",2025-09-05 11:00:59.995,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.5"
3,"Experiment",2025-09-05 11:00:59.995,"Paving sand","Specific Conductance","SPC","(µS/cm)","171.8"
3,"Experiment",2025-09-05 11:00:59.995,"Paving sand","Conductivity","Cond","(µS/cm)","131.4"
3,"Experiment",2025-09-05 11:00:59.995,"Paving sand","Salinity","SAL","(ppt)","0.08"
3,"Experiment",2025-09-05 11:00:59.995,"Paving sand","pH","pH",NA,"8.0500000000000007"
4,"Experiment",2025-09-05 11:02:00,"Paving sand","Temperature","Temp","(°C)","12.7"
4,"Experiment",2025-09-05 11:02:00,"Paving sand","Pressure","Press","(mbars)","1023.8"
4,"Experiment",2025-09-05 11:02:00,"Paving sand","Dissolved Oxygen","DO","(%)","99.1"
4,"Experiment",2025-09-05 11:02:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.5"
4,"Experiment",2025-09-05 11:02:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","172.5"
4,"Experiment",2025-09-05 11:02:00,"Paving sand","Conductivity","Cond","(µS/cm)","132.1"
4,"Experiment",2025-09-05 11:02:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
4,"Experiment",2025-09-05 11:02:00,"Paving sand","pH","pH",NA,"8.02"
5,"Experiment",2025-09-05 11:02:00,"Paving sand","Temperature","Temp","(°C)","12.7"
5,"Experiment",2025-09-05 11:02:00,"Paving sand","Pressure","Press","(mbars)","1023.8"
5,"Experiment",2025-09-05 11:02:00,"Paving sand","Dissolved Oxygen","DO","(%)","99.1"
5,"Experiment",2025-09-05 11:02:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.51"
5,"Experiment",2025-09-05 11:02:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","172.6"
5,"Experiment",2025-09-05 11:02:00,"Paving sand","Conductivity","Cond","(µS/cm)","132"
5,"Experiment",2025-09-05 11:02:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
5,"Experiment",2025-09-05 11:02:00,"Paving sand","pH","pH",NA,"7.98"
6,"Experiment",2025-09-05 11:03:00,"Paving sand","Temperature","Temp","(°C)","12.9"
6,"Experiment",2025-09-05 11:03:00,"Paving sand","Pressure","Press","(mbars)","1023.8"
6,"Experiment",2025-09-05 11:03:00,"Paving sand","Dissolved Oxygen","DO","(%)","98.9"
6,"Experiment",2025-09-05 11:03:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.43"
6,"Experiment",2025-09-05 11:03:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","172.2"
6,"Experiment",2025-09-05 11:03:00,"Paving sand","Conductivity","Cond","(µS/cm)","132.5"
6,"Experiment",2025-09-05 11:03:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
6,"Experiment",2025-09-05 11:03:00,"Paving sand","pH","pH",NA,"7.95"
1,"Experiment",2025-09-06 11:00:00,"Paving sand","Temperature","Temp","(°C)","13.2"
1,"Experiment",2025-09-06 11:00:00,"Paving sand","Pressure","Press","(mbars)","1012.4"
1,"Experiment",2025-09-06 11:00:00,"Paving sand","Dissolved Oxygen","DO","(%)","99.8"
1,"Experiment",2025-09-06 11:00:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.46"
1,"Experiment",2025-09-06 11:00:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","168"
1,"Experiment",2025-09-06 11:00:00,"Paving sand","Conductivity","Cond","(µS/cm)","130.1"
1,"Experiment",2025-09-06 11:00:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
1,"Experiment",2025-09-06 11:00:00,"Paving sand","pH","pH",NA,"7.99"
2,"Experiment",2025-09-06 11:02:00,"Paving sand","Temperature","Temp","(°C)","13.3"
2,"Experiment",2025-09-06 11:02:00,"Paving sand","Pressure","Press","(mbars)","1012.6"
2,"Experiment",2025-09-06 11:02:00,"Paving sand","Dissolved Oxygen","DO","(%)","100.8"
2,"Experiment",2025-09-06 11:02:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.55"
2,"Experiment",2025-09-06 11:02:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","166.8"
2,"Experiment",2025-09-06 11:02:00,"Paving sand","Conductivity","Cond","(µS/cm)","129.5"
2,"Experiment",2025-09-06 11:02:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
2,"Experiment",2025-09-06 11:02:00,"Paving sand","pH","pH",NA,"8.1199999999999992"
3,"Experiment",2025-09-06 11:03:00,"Paving sand","Temperature","Temp","(°C)","13.5"
3,"Experiment",2025-09-06 11:03:00,"Paving sand","Pressure","Press","(mbars)","1012.5"
3,"Experiment",2025-09-06 11:03:00,"Paving sand","Dissolved Oxygen","DO","(%)","99.6"
3,"Experiment",2025-09-06 11:03:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.38"
3,"Experiment",2025-09-06 11:03:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","167.6"
3,"Experiment",2025-09-06 11:03:00,"Paving sand","Conductivity","Cond","(µS/cm)","130.80000000000001"
3,"Experiment",2025-09-06 11:03:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
3,"Experiment",2025-09-06 11:03:00,"Paving sand","pH","pH",NA,"8.15"
4,"Experiment",2025-09-06 11:03:00,"Paving sand","Temperature","Temp","(°C)","13.6"
4,"Experiment",2025-09-06 11:03:00,"Paving sand","Pressure","Press","(mbars)","1012.6"
4,"Experiment",2025-09-06 11:03:00,"Paving sand","Dissolved Oxygen","DO","(%)","99.8"
4,"Experiment",2025-09-06 11:03:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.37"
4,"Experiment",2025-09-06 11:03:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","167.8"
4,"Experiment",2025-09-06 11:03:00,"Paving sand","Conductivity","Cond","(µS/cm)","131.19999999999999"
4,"Experiment",2025-09-06 11:03:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
4,"Experiment",2025-09-06 11:03:00,"Paving sand","pH","pH",NA,"8.0299999999999994"
5,"Experiment",2025-09-06 11:04:00,"Paving sand","Temperature","Temp","(°C)","13.6"
5,"Experiment",2025-09-06 11:04:00,"Paving sand","Pressure","Press","(mbars)","1012.5"
5,"Experiment",2025-09-06 11:04:00,"Paving sand","Dissolved Oxygen","DO","(%)","99.5"
5,"Experiment",2025-09-06 11:04:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.35"
5,"Experiment",2025-09-06 11:04:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","168.1"
5,"Experiment",2025-09-06 11:04:00,"Paving sand","Conductivity","Cond","(µS/cm)","131.5"
5,"Experiment",2025-09-06 11:04:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
5,"Experiment",2025-09-06 11:04:00,"Paving sand","pH","pH",NA,"7.98"
6,"Experiment",2025-09-06 11:05:00,"Paving sand","Temperature","Temp","(°C)","13.7"
6,"Experiment",2025-09-06 11:05:00,"Paving sand","Pressure","Press","(mbars)","1012.4"
6,"Experiment",2025-09-06 11:05:00,"Paving sand","Dissolved Oxygen","DO","(%)","99"
6,"Experiment",2025-09-06 11:05:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.28"
6,"Experiment",2025-09-06 11:05:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","168.5"
6,"Experiment",2025-09-06 11:05:00,"Paving sand","Conductivity","Cond","(µS/cm)","132"
6,"Experiment",2025-09-06 11:05:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
6,"Experiment",2025-09-06 11:05:00,"Paving sand","pH","pH",NA,"7.95"
1,"Experiment",2025-09-08 11:07:00,"Paving sand","Temperature","Temp","(°C)","8.6999999999999993"
1,"Experiment",2025-09-08 11:07:00,"Paving sand","Pressure","Press","(mbars)","1022.3"
1,"Experiment",2025-09-08 11:07:00,"Paving sand","Dissolved Oxygen","DO","(%)","100"
1,"Experiment",2025-09-08 11:07:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","11.63"
1,"Experiment",2025-09-08 11:07:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","170"
1,"Experiment",2025-09-08 11:07:00,"Paving sand","Conductivity","Cond","(µS/cm)","117.1"
1,"Experiment",2025-09-08 11:07:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
1,"Experiment",2025-09-08 11:07:00,"Paving sand","pH","pH",NA,"8.23"
2,"Experiment",2025-09-08 11:08:00,"Paving sand","Temperature","Temp","(°C)","8.8000000000000007"
2,"Experiment",2025-09-08 11:08:00,"Paving sand","Pressure","Press","(mbars)","1022.3"
2,"Experiment",2025-09-08 11:08:00,"Paving sand","Dissolved Oxygen","DO","(%)","99.6"
2,"Experiment",2025-09-08 11:08:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","11.58"
2,"Experiment",2025-09-08 11:08:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","169.9"
2,"Experiment",2025-09-08 11:08:00,"Paving sand","Conductivity","Cond","(µS/cm)","117.2"
2,"Experiment",2025-09-08 11:08:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
2,"Experiment",2025-09-08 11:08:00,"Paving sand","pH","pH",NA,"8.44"
3,"Experiment",2025-09-08 11:08:00,"Paving sand","Temperature","Temp","(°C)","9.6"
3,"Experiment",2025-09-08 11:07:59.995,"Paving sand","Pressure","Press","(mbars)","1022.3"
3,"Experiment",2025-09-08 11:07:59.995,"Paving sand","Dissolved Oxygen","DO","(%)","100.8"
3,"Experiment",2025-09-08 11:07:59.995,"Paving sand","Dissolved Oxygen","DO","(mg/L)","11.48"
3,"Experiment",2025-09-08 11:07:59.995,"Paving sand","Specific Conductance","SPC","(µS/cm)","170.7"
3,"Experiment",2025-09-08 11:07:59.995,"Paving sand","Conductivity","Cond","(µS/cm)","120.5"
3,"Experiment",2025-09-08 11:07:59.995,"Paving sand","Salinity","SAL","(ppt)","0.08"
3,"Experiment",2025-09-08 11:07:59.995,"Paving sand","pH","pH",NA,"8.3699999999999992"
4,"Experiment",2025-09-08 11:09:00,"Paving sand","Temperature","Temp","(°C)","9.8000000000000007"
4,"Experiment",2025-09-08 11:09:00,"Paving sand","Pressure","Press","(mbars)","1022.3"
4,"Experiment",2025-09-08 11:09:00,"Paving sand","Dissolved Oxygen","DO","(%)","101.6"
4,"Experiment",2025-09-08 11:09:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","11.51"
4,"Experiment",2025-09-08 11:09:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","171.2"
4,"Experiment",2025-09-08 11:09:00,"Paving sand","Conductivity","Cond","(µS/cm)","121.6"
4,"Experiment",2025-09-08 11:09:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
4,"Experiment",2025-09-08 11:09:00,"Paving sand","pH","pH",NA,"8.27"
5,"Experiment",2025-09-08 11:10:00,"Paving sand","Temperature","Temp","(°C)","9.8000000000000007"
5,"Experiment",2025-09-08 11:10:00,"Paving sand","Pressure","Press","(mbars)","1022.2"
5,"Experiment",2025-09-08 11:10:00,"Paving sand","Dissolved Oxygen","DO","(%)","101.4"
5,"Experiment",2025-09-08 11:10:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","11.5"
5,"Experiment",2025-09-08 11:10:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","171.6"
5,"Experiment",2025-09-08 11:10:00,"Paving sand","Conductivity","Cond","(µS/cm)","121.8"
5,"Experiment",2025-09-08 11:10:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
5,"Experiment",2025-09-08 11:10:00,"Paving sand","pH","pH",NA,"8.16"
6,"Experiment",2025-09-08 11:11:00,"Paving sand","Temperature","Temp","(°C)","9.9"
6,"Experiment",2025-09-08 11:11:00,"Paving sand","Pressure","Press","(mbars)","1022.3"
6,"Experiment",2025-09-08 11:11:00,"Paving sand","Dissolved Oxygen","DO","(%)","101.5"
6,"Experiment",2025-09-08 11:11:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","11.46"
6,"Experiment",2025-09-08 11:11:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","171.8"
6,"Experiment",2025-09-08 11:11:00,"Paving sand","Conductivity","Cond","(µS/cm)","122.4"
6,"Experiment",2025-09-08 11:11:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
6,"Experiment",2025-09-08 11:11:00,"Paving sand","pH","pH",NA,"8.1199999999999992"
7,"Holding",2025-09-08 11:12:00,"Paving sand","Temperature","Temp","(°C)","11.1"
7,"Holding",2025-09-08 11:12:00,"Paving sand","Pressure","Press","(mbars)","1022.2"
7,"Holding",2025-09-08 11:12:00,"Paving sand","Dissolved Oxygen","DO","(%)","105.7"
7,"Holding",2025-09-08 11:12:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","11.63"
7,"Holding",2025-09-08 11:12:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","173.8"
7,"Holding",2025-09-08 11:12:00,"Paving sand","Conductivity","Cond","(µS/cm)","127.6"
7,"Holding",2025-09-08 11:12:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
7,"Holding",2025-09-08 11:12:00,"Paving sand","pH","pH",NA,"8.11"
8,"Holding",2025-09-08 11:13:00,"Paving sand","Temperature","Temp","(°C)","11.1"
8,"Holding",2025-09-08 11:13:00,"Paving sand","Pressure","Press","(mbars)","1022.1"
8,"Holding",2025-09-08 11:13:00,"Paving sand","Dissolved Oxygen","DO","(%)","106.8"
8,"Holding",2025-09-08 11:13:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","11.75"
8,"Holding",2025-09-08 11:13:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","172.4"
8,"Holding",2025-09-08 11:13:00,"Paving sand","Conductivity","Cond","(µS/cm)","126.5"
8,"Holding",2025-09-08 11:13:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
8,"Holding",2025-09-08 11:13:00,"Paving sand","pH","pH",NA,"8.11"
9,"Holding",2025-09-08 11:14:00,"Paving sand","Temperature","Temp","(°C)","10.7"
9,"Holding",2025-09-08 11:14:00,"Paving sand","Pressure","Press","(mbars)","1022.1"
9,"Holding",2025-09-08 11:14:00,"Paving sand","Dissolved Oxygen","DO","(%)","106.4"
9,"Holding",2025-09-08 11:14:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","11.82"
9,"Holding",2025-09-08 11:14:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","177.9"
9,"Holding",2025-09-08 11:14:00,"Paving sand","Conductivity","Cond","(µS/cm)","129.19999999999999"
9,"Holding",2025-09-08 11:14:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
9,"Holding",2025-09-08 11:14:00,"Paving sand","pH","pH",NA,"8.1"
10,"Holding",2025-09-08 11:15:00,"Paving sand","Temperature","Temp","(°C)","11.2"
10,"Holding",2025-09-08 11:15:00,"Paving sand","Pressure","Press","(mbars)","1022.2"
10,"Holding",2025-09-08 11:15:00,"Paving sand","Dissolved Oxygen","DO","(%)","109.7"
10,"Holding",2025-09-08 11:15:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","12.05"
10,"Holding",2025-09-08 11:15:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","172.3"
10,"Holding",2025-09-08 11:15:00,"Paving sand","Conductivity","Cond","(µS/cm)","126.8"
10,"Holding",2025-09-08 11:15:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
10,"Holding",2025-09-08 11:15:00,"Paving sand","pH","pH",NA,"8.11"
11,"Holding",2025-09-08 11:17:00,"Paving sand","Temperature","Temp","(°C)","11.3"
11,"Holding",2025-09-08 11:17:00,"Paving sand","Pressure","Press","(mbars)","1022.1"
11,"Holding",2025-09-08 11:17:00,"Paving sand","Dissolved Oxygen","DO","(%)","110"
11,"Holding",2025-09-08 11:17:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","12.03"
11,"Holding",2025-09-08 11:17:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","174.3"
11,"Holding",2025-09-08 11:17:00,"Paving sand","Conductivity","Cond","(µS/cm)","128.80000000000001"
11,"Holding",2025-09-08 11:17:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
11,"Holding",2025-09-08 11:17:00,"Paving sand","pH","pH",NA,"8.15"
12,"Holding",2025-09-08 11:17:00,"Paving sand","Temperature","Temp","(°C)","11"
12,"Holding",2025-09-08 11:17:00,"Paving sand","Pressure","Press","(mbars)","1022.1"
12,"Holding",2025-09-08 11:17:00,"Paving sand","Dissolved Oxygen","DO","(%)","108.9"
12,"Holding",2025-09-08 11:17:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","12.01"
12,"Holding",2025-09-08 11:17:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","172.9"
12,"Holding",2025-09-08 11:17:00,"Paving sand","Conductivity","Cond","(µS/cm)","126.6"
12,"Holding",2025-09-08 11:17:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
12,"Holding",2025-09-08 11:17:00,"Paving sand","pH","pH",NA,"8.18"
13,NA,2025-09-08 11:19:00,NA,"Temperature","Temp","(°C)","9.8000000000000007"
13,NA,2025-09-08 11:19:00,NA,"Pressure","Press","(mbars)","1022.2"
13,NA,2025-09-08 11:19:00,NA,"Dissolved Oxygen","DO","(%)","106.8"
13,NA,2025-09-08 11:19:00,NA,"Dissolved Oxygen","DO","(mg/L)","12.11"
13,NA,2025-09-08 11:19:00,NA,"Specific Conductance","SPC","(µS/cm)","106.4"
13,NA,2025-09-08 11:19:00,NA,"Conductivity","Cond","(µS/cm)","75.5"
13,NA,2025-09-08 11:19:00,NA,"Salinity","SAL","(ppt)","0.05"
13,NA,2025-09-08 11:19:00,NA,"pH","pH",NA,"8.52"
1,"Experiment",2025-09-09 11:36:00,"Paving sand","Temperature","Temp","(°C)","9.1"
1,"Experiment",2025-09-09 11:36:00,"Paving sand","Pressure","Press","(mbars)","1017.4"
1,"Experiment",2025-09-09 11:36:00,"Paving sand","Dissolved Oxygen","DO","(%)","98.4"
1,"Experiment",2025-09-09 11:36:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","11.35"
1,"Experiment",2025-09-09 11:36:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","173"
1,"Experiment",2025-09-09 11:36:00,"Paving sand","Conductivity","Cond","(µS/cm)","120.4"
1,"Experiment",2025-09-09 11:36:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
1,"Experiment",2025-09-09 11:36:00,"Paving sand","pH","pH",NA,"8.06"
2,"Experiment",2025-09-09 11:41:00,"Paving sand","Temperature","Temp","(°C)","10.199999999999999"
2,"Experiment",2025-09-09 11:41:00,"Paving sand","Pressure","Press","(mbars)","1017.3"
2,"Experiment",2025-09-09 11:41:00,"Paving sand","Dissolved Oxygen","DO","(%)","99"
2,"Experiment",2025-09-09 11:41:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","11.13"
2,"Experiment",2025-09-09 11:41:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","171.2"
2,"Experiment",2025-09-09 11:41:00,"Paving sand","Conductivity","Cond","(µS/cm)","122.7"
